1030.000	0.075
1029.800	-0.032
1029.600	0.025
1029.400	0.121
1029.200	0.002
1029.000	0.035
1028.800	-0.102
1028.600	-0.008
1028.400	-0.028
1028.200	0.099
1028.000	0.131
1027.800	-0.022
1027.600	0.140
1027.400	0.080
1027.200	0.026
1027.000	-0.004
1026.800	0.148
1026.600	0.127
1026.400	0.083
1026.200	0.045
1026.000	0.216
1025.800	0.086
1025.600	0.155
1025.400	0.254
1025.200	0.168
1025.000	0.280
1024.800	0.254
1024.600	0.468
1024.400	0.593
1024.200	0.677
1024.000	0.758
1023.800	1.021
1023.600	1.304
1023.400	1.670
1023.200	2.128
1023.000	2.783
1022.800	3.542
1022.600	4.861
1022.400	6.068
1022.200	8.286
1022.000	10.371
1021.800	13.553
1021.600	16.391
1021.400	21.308
1021.200	24.865
1021.000	30.204
1020.800	34.587
1020.600	39.437
1020.400	43.766
1020.200	47.703
1020.000	51.259
1019.800	54.306
1019.600	57.076
1019.400	58.584
1019.200	59.957
1019.000	60.508
1018.800	60.954
1018.600	60.930
1018.400	60.335
1018.200	59.596
1018.000	58.556
1017.800	57.442
1017.600	56.038
1017.400	54.680
1017.200	52.945
1017.000	50.677
1016.800	48.251
1016.600	44.564
1016.400	41.565
1016.200	36.891
1016.000	33.292
1015.800	28.555
1015.600	24.875
1015.400	20.399
1015.200	17.267
1015.000	13.497
1014.800	10.645
1014.600	8.455
1014.400	6.333
1014.200	5.104
1014.000	3.858
1013.800	2.971
1013.600	2.216
1013.400	1.810
1013.200	1.372
1013.000	1.031
1012.800	0.786
1012.600	0.662
1012.400	0.517
1012.200	0.416
1012.000	0.241
1011.800	0.227
1011.600	0.202
1011.400	0.175
1011.200	0.150
1011.000	0.122
1010.800	0.118
1010.600	-0.053
1010.400	0.067
1010.200	0.099
1010.000	0.008
1009.800	-0.035
