1200.000	5.388851
1199.500	5.174049
1199.000	5.360675
1198.500	5.481842
1198.000	5.545846
1197.500	5.246424
1197.000	5.337910
1196.500	5.189478
1196.000	5.364314
1195.500	5.379648
1195.000	5.411672
1194.500	5.181732
1194.000	5.425885
1193.500	5.395414
1193.000	5.340756
1192.500	5.419519
1192.000	5.624678
1191.500	5.870445
1191.000	5.384837
1190.500	5.912645
1190.000	5.842759
1189.500	5.628934
1189.000	5.493711
1188.500	5.471561
1188.000	5.809615
1187.500	6.224693
1187.000	5.842794
1186.500	5.647401
1186.000	9.999900
1185.500	5.298785
1185.000	5.417499
1184.500	5.799412
1184.000	5.663300
1183.500	5.465027
1183.000	5.965524
1182.500	5.423739
1182.000	6.048631
1181.500	5.498046
1181.000	5.585667
1180.500	5.682300
1180.000	5.583312
1179.500	5.359206
1179.000	5.441133
1178.500	5.668665
1178.000	5.687600
1177.500	6.132242
1177.000	5.634690
1176.500	5.622108
1176.000	5.542862
1175.500	6.098483
1175.000	9.999900
1174.500	5.772625
1174.000	5.626506
1173.500	5.671413
1173.000	9.999900
1172.500	5.542770
1172.000	5.566114
1171.500	5.573798
1171.000	9.999900
1170.500	6.836136
1170.000	5.713969
1169.500	7.861894
1169.000	5.602782
1168.500	5.759548
1168.000	6.118225
1167.500	5.530467
1167.000	9.999900
1166.500	5.863587
1166.000	5.671258
1165.500	6.372940
1165.000	5.794564
1164.500	5.965139
1164.000	5.430581
1163.500	9.999900
1163.000	5.529088
1162.500	5.752768
1162.000	5.476519
1161.500	5.966800
1161.000	5.556728
1160.500	6.010129
1160.000	5.601996
1159.500	6.341719
1159.000	6.637619
1158.500	5.578072
1158.000	5.570334
1157.500	5.584923
1157.000	5.787299
1156.500	9.999900
1156.000	5.661659
1155.500	9.999900
1155.000	5.794267
1154.500	5.709182
1154.000	6.100208
1153.500	5.783526
1153.000	5.548472
1152.500	5.653811
1152.000	5.563530
1151.500	6.009660
1151.000	5.962603
1150.500	5.514001
1150.000	5.929491
1149.500	5.824276
1149.000	5.476665
1148.500	5.792001
1148.000	5.698555
1147.500	6.031200
1147.000	5.354971
1146.500	5.930466
1146.000	6.322497
1145.500	5.498913
1145.000	7.850893
1144.500	5.907405
1144.000	5.751207
1143.500	6.436455
1143.000	5.524835
1142.500	5.645383
1142.000	5.653940
1141.500	6.471694
1141.000	9.999900
1140.500	9.999900
1140.000	5.477018
1139.500	5.689048
1139.000	9.999900
1138.500	5.740025
1138.000	5.658354
1137.500	5.773891
1137.000	9.999900
1136.500	6.181300
1136.000	5.622639
1135.500	9.999900
1135.000	5.486017
1134.500	6.391467
1134.000	5.975618
1133.500	9.999900
1133.000	5.671742
1132.500	5.379773
1132.000	5.784744
1131.500	6.294704
1131.000	6.127754
1130.500	5.719890
1130.000	5.847999
1129.500	7.027908
1129.000	5.562016
1128.500	5.700414
1128.000	9.999900
1127.500	5.729347
1127.000	8.067452
1126.500	6.053541
1126.000	5.522123
1125.500	5.806977
1125.000	5.759039
1124.500	9.999900
1124.000	5.754713
1123.500	5.603411
1123.000	9.999900
1122.500	6.468485
1122.000	5.900764
1121.500	9.999900
1121.000	9.999900
1120.500	5.672028
1120.000	9.999900
1119.500	5.447096
1119.000	9.999900
1118.500	9.999900
1118.000	9.999900
1117.500	5.592201
1117.000	5.713079
1116.500	9.999900
1116.000	6.305364
1115.500	9.999900
1115.000	9.999900
1114.500	5.665624
1114.000	6.058229
1113.500	9.999900
1113.000	6.577703
1112.500	9.999900
1112.000	5.815476
1111.500	5.763066
1111.000	6.944519
1110.500	9.999900
1110.000	9.999900
1109.500	6.096552
1109.000	6.012491
1108.500	5.692501
1108.000	9.999900
1107.500	9.999900
1107.000	9.999900
1106.500	9.999900
1106.000	9.999900
1105.500	5.896823
1105.000	5.794903
1104.500	9.999900
1104.000	9.999900
1103.500	5.807235
1103.000	5.871601
1102.500	6.008107
1102.000	9.999900
1101.500	6.618323
1101.000	5.759654
1100.500	9.999900
1100.000	9.999900
1099.500	6.195839
1099.000	5.782631
1098.500	6.808921
1098.000	9.999900
1097.500	5.798684
1097.000	6.049310
1096.500	6.064143
1096.000	5.740040
1095.500	5.637478
