705	0.003474
705.25	0.003767
705.5	0.004283
705.75	0.004122
706	0.004709
706.25	0.004634
706.5	0.005081
706.75	0.005081
707	0.005678
707.25	0.005969
707.5	0.006631
707.75	0.006548
708	0.007283
708.25	0.007642
708.5	0.008073
708.75	0.008282
709	0.008933
709.25	0.00936
709.5	0.010373
709.75	0.010722
710	0.01151
710.25	0.012237
710.5	0.013403
710.75	0.014422
711	0.015842
711.25	0.016993
711.5	0.018543
711.75	0.020198
712	0.022505
712.25	0.024686
712.5	0.027439
712.75	0.030401
713	0.034342
713.25	0.039059
713.5	0.045011
713.75	0.052006
714	0.060986
714.25	0.072103
714.5	0.086483
714.75	0.105025
715	0.129462
715.25	0.161759
715.5	0.205697
715.75	0.262278
716	0.337411
716.25	0.43244
716.5	0.547697
716.75	0.664718
717	0.779996
717.25	0.872329
717.5	0.936862
717.75	0.974015
718	0.992145
718.25	0.999045
718.5	1
718.75	0.997648
719	0.99377
719.25	0.986973
719.5	0.979228
719.75	0.970785
720	0.963029
720.25	0.957646
720.5	0.955985
720.75	0.956766
721	0.95857
721.25	0.954159
721.5	0.931925
721.75	0.874988
722	0.77539
722.25	0.634448
722.5	0.483348
722.75	0.351025
723	0.243706
723.25	0.16643
723.5	0.114517
723.75	0.079356
724	0.055878
724.25	0.039209
724.5	0.028636
724.75	0.020729
725	0.015687
725.25	0.011691
725.5	0.009062
725.75	0.00689
726	0.005699
726.25	0.004502
726.5	0.003728
726.75	0.002852
727	0.002465
727.25	0.001945
727.5	0.001599
727.75	0.001113
728	0.001044
728.25	0.001113
728.5	0.001043
728.75	0.000487
729	0.000625
729.25	0.000625
729.5	0.000694
729.75	0.000347
730	0.000693
730.25	0.000485
730.5	0.000831
730.75	0.000208
731	0.000484
731.25	0.000138
731.5	0.000553
731.75	6.91E-05
732	0
