Source:  4STAR 6" Labsphere via SWS to ARCS 455 
Date:    2011-03-08 
Units:   Radiance in mW/(m^2.sr.nm) 
Source:  4STAR 6" Labsphere via SWS to ARCS 455 
Source:  6" sphere, 2" opening 
Dist:  5.5" 
nm ,   radiance 
1588.00, 84.482 
1589.00, 84.349 
1590.00, 84.208 
1591.00, 84.063 
1592.00, 83.918 
1593.00, 83.777 
1594.00, 83.636 
1595.00, 83.494 
1596.00, 83.354 
1597.00, 83.216 
1598.00, 83.083 
1599.00, 82.956 
1600.00, 82.832 
1601.00, 82.71 
1602.00, 82.587 
1603.00, 82.462 
1604.00, 82.337 
1605.00, 82.212 
1606.00, 82.086 
1607.00, 81.954 
1608.00, 81.815 
1609.00, 81.664 
1610.00, 81.501 
1611.00, 81.335 
1612.00, 81.173 
1613.00, 81.023 
1614.00, 80.888 
1615.00, 80.761 
1616.00, 80.637 
1617.00, 80.51 
1618.00, 80.374 
1619.00, 80.228 
1620.00, 80.076 
1621.00, 79.917 
1622.00, 79.753 
1623.00, 79.583 
1624.00, 79.402 
1625.00, 79.209 
1626.00, 79.011 
1627.00, 78.816 
1628.00, 78.63 
1629.00, 78.453 
1630.00, 78.28 
1631.00, 78.11 
1632.00, 77.946 
1633.00, 77.789 
1634.00, 77.641 
1635.00, 77.503 
1636.00, 77.367 
1637.00, 77.228 
1638.00, 77.078 
1639.00, 76.913 
1640.00, 76.737 
1641.00, 76.554 
1642.00, 76.37 
1643.00, 76.191 
1644.00, 76.017 
1645.00, 75.843 
1646.00, 75.671 
1647.00, 75.501 
1648.00, 75.332 
1649.00, 75.168 
1650.00, 75.008 
1651.00, 74.849 
1652.00, 74.687 
1653.00, 74.518 
1654.00, 74.344 
1655.00, 74.166 
1656.00, 73.983 
1657.00, 73.793 
1658.00, 73.594 
1659.00, 73.383 
1660.00, 73.16 
1661.00, 72.929 
1662.00, 72.694 
1663.00, 72.458 
1664.00, 72.221 
1665.00, 71.98 
1666.00, 71.736 
1667.00, 71.489 
1668.00, 71.24 
1669.00, 70.988 
1670.00, 70.733 
1671.00, 70.476 
1672.00, 70.218 
1673.00, 69.961 
1674.00, 69.702 
1675.00, 69.442 
1676.00, 69.183 
1677.00, 68.926 
1678.00, 68.674 
1679.00, 68.416 
1680.00, 68.156 
1681.00, 67.906 
1682.00, 67.675 
1683.00, 67.474 
1684.00, 67.283 
1685.00, 67.102 
1686.00, 66.941 
1687.00, 66.811 
1688.00, 66.721 
1689.00, 66.649 
1690.00, 66.587 
1691.00, 66.536 
1692.00, 66.499 
1693.00, 66.476 
1694.00, 66.463 
1695.00, 66.454 
1696.00, 66.444 
1697.00, 66.431 
1698.00, 66.408 
1699.00, 66.361 
1700.00, 66.295 
1701.00, 66.218 
1702.00, 66.137 
1703.00, 66.06 
1704.00, 65.977 
1705.00, 65.888 
1706.00, 65.792 
1707.00, 65.686 
1708.00, 65.571 
1709.00, 65.442 
1710.00, 65.3 
1711.00, 65.147 
1712.00, 64.983 
1713.00, 64.805 
1714.00, 64.606 
1715.00, 64.392 
1716.00, 64.168 
1717.00, 63.941 
1718.00, 63.704 
1719.00, 63.447 
1720.00, 63.186 
1721.00, 62.937 
1722.00, 62.715 
1723.00, 62.518 
1724.00, 62.33 
1725.00, 62.156 
1726.00, 62.001 
1727.00, 61.871 
1728.00, 61.747 
1729.00, 61.625 
1730.00, 61.522 
1731.00, 61.453 
1732.00, 61.434 
1733.00, 61.437 
1734.00, 61.443 
1735.00, 61.452 
1736.00, 61.464 
1737.00, 61.479 
1738.00, 61.52 
1739.00, 61.585 
1740.00, 61.664 
1741.00, 61.75 
1742.00, 61.838 
1743.00, 61.947 
1744.00, 62.07 
1745.00, 62.194 
1746.00, 62.304 
1747.00, 62.394 
1748.00, 62.478 
1749.00, 62.556 
1750.00, 62.624 
1751.00, 62.677 
1752.00, 62.718 
1753.00, 62.757 
1754.00, 62.79 
1755.00, 62.813 
1756.00, 62.823 
1757.00, 62.813 
1758.00, 62.78 
1759.00, 62.732 
1760.00, 62.675 
1761.00, 62.614 
1762.00, 62.541 
1763.00, 62.447 
1764.00, 62.338 
1765.00, 62.221 
1766.00, 62.1 
1767.00, 61.967 
1768.00, 61.819 
1769.00, 61.664 
1770.00, 61.506 
1771.00, 61.349 
1772.00, 61.187 
1773.00, 61.02 
1774.00, 60.854 
1775.00, 60.694 
1776.00, 60.544 
1777.00, 60.397 
1778.00, 60.255 
1779.00, 60.119 
1780.00, 59.992 
1781.00, 59.873 
1782.00, 59.764 
1783.00, 59.659 
1784.00, 59.557 
1785.00, 59.454 
1786.00, 59.353 
1787.00, 59.256 
1788.00, 59.158 
1789.00, 59.055 
1790.00, 58.944 
1791.00, 58.825 
1792.00, 58.698 
1793.00, 58.563 
1794.00, 58.418 
1795.00, 58.26 
1796.00, 58.083 
1797.00, 57.889 
1798.00, 57.684 
1799.00, 57.474 
1800.00, 57.262 
1801.00, 57.044 
1802.00, 56.82 
1803.00, 56.589 
1804.00, 56.353 
1805.00, 56.112 
1806.00, 55.861 
1807.00, 55.606 
1808.00, 55.348 
1809.00, 55.091 
1810.00, 54.836 
1811.00, 54.581 
1812.00, 54.325 
1813.00, 54.068 
1814.00, 53.812 
1815.00, 53.551 
1816.00, 53.287 
1817.00, 53.027 
1818.00, 52.778 
1819.00, 52.546 
1820.00, 52.327 
1821.00, 52.117 
1822.00, 51.914 
1823.00, 51.714 
1824.00, 51.514 
1825.00, 51.317 
1826.00, 51.123 
1827.00, 50.933 
1828.00, 50.748 
1829.00, 50.567 
1830.00, 50.389 
1831.00, 50.215 
1832.00, 50.047 
1833.00, 49.886 
1834.00, 49.731 
1835.00, 49.58 
1836.00, 49.434 
1837.00, 49.296 
1838.00, 49.165 
1839.00, 49.044 
1840.00, 48.931 
1841.00, 48.819 
1842.00, 48.704 
1843.00, 48.582 
1844.00, 48.459 
1845.00, 48.334 
1846.00, 48.204 
1847.00, 48.069 
1848.00, 47.924 
1849.00, 47.767 
1850.00, 47.606 
1851.00, 47.447 
1852.00, 47.297 
1853.00, 47.154 
1854.00, 47.015 
1855.00, 46.88 
1856.00, 46.749 
1857.00, 46.621 
1858.00, 46.5 
1859.00, 46.384 
1860.00, 46.266 
1861.00, 46.143 
1862.00, 46.011 
1863.00, 45.871 
1864.00, 45.725 
1865.00, 45.574 
1866.00, 45.42 
1867.00, 45.256 
1868.00, 45.078 
1869.00, 44.9 
1870.00, 44.735 
1871.00, 44.594 
1872.00, 44.474 
1873.00, 44.365 
1874.00, 44.265 
1875.00, 44.17 
1876.00, 44.079 
1877.00, 44.001 
1878.00, 43.928 
1879.00, 43.851 
1880.00, 43.76 
1881.00, 43.646 
1882.00, 43.506 
1883.00, 43.346 
1884.00, 43.173 
1885.00, 42.994 
1886.00, 42.798 
1887.00, 42.581 
1888.00, 42.355 
1889.00, 42.131 
1890.00, 41.919 
1891.00, 41.714 
1892.00, 41.512 
1893.00, 41.314 
1894.00, 41.12 
1895.00, 40.93 
1896.00, 40.742 
1897.00, 40.557 
1898.00, 40.381 
1899.00, 40.216 
1900.00, 40.063 
1901.00, 39.918 
1902.00, 39.781 
1903.00, 39.652 
1904.00, 39.532 
1905.00, 39.421 
1906.00, 39.318 
1907.00, 39.22 
1908.00, 39.124 
1909.00, 39.031 
1910.00, 38.943 
1911.00, 38.858 
1912.00, 38.771 
1913.00, 38.678 
1914.00, 38.573 
1915.00, 38.457 
1916.00, 38.337 
1917.00, 38.22 
1918.00, 38.113 
1919.00, 38.013 
1920.00, 37.916 
1921.00, 37.823 
1922.00, 37.736 
1923.00, 37.654 
1924.00, 37.577 
1925.00, 37.503 
1926.00, 37.434 
1927.00, 37.37 
1928.00, 37.311 
1929.00, 37.256 
1930.00, 37.205 
1931.00, 37.156 
1932.00, 37.108 
1933.00, 37.062 
1934.00, 37.02 
1935.00, 36.977 
1936.00, 36.933 
1937.00, 36.886 
1938.00, 36.838 
1939.00, 36.788 
1940.00, 36.734 
1941.00, 36.676 
1942.00, 36.61 
1943.00, 36.537 
1944.00, 36.459 
1945.00, 36.376 
1946.00, 36.291 
1947.00, 36.199 
1948.00, 36.101 
1949.00, 36.001 
1950.00, 35.904 
1951.00, 35.811 
1952.00, 35.721 
1953.00, 35.633 
1954.00, 35.545 
1955.00, 35.456 
1956.00, 35.366 
1957.00, 35.276 
1958.00, 35.185 
1959.00, 35.092 
1960.00, 34.995 
1961.00, 34.895 
1962.00, 34.792 
1963.00, 34.685 
1964.00, 34.573 
1965.00, 34.456 
1966.00, 34.331 
1967.00, 34.201 
1968.00, 34.068 
1969.00, 33.932 
1970.00, 33.795 
1971.00, 33.655 
1972.00, 33.511 
1973.00, 33.363 
1974.00, 33.21 
1975.00, 33.052 
1976.00, 32.887 
1977.00, 32.719 
1978.00, 32.548 
1979.00, 32.374 
1980.00, 32.196 
1981.00, 32.015 
1982.00, 31.831 
1983.00, 31.647 
1984.00, 31.459 
1985.00, 31.269 
1986.00, 31.078 
1987.00, 30.889 
1988.00, 30.705 
1989.00, 30.525 
1990.00, 30.348 
1991.00, 30.171 
1992.00, 29.992 
1993.00, 29.811 
1994.00, 29.629 
1995.00, 29.445 
1996.00, 29.263 
1997.00, 29.082 
1998.00, 28.903 
1999.00, 28.726 
2000.00, 28.549 
2001.00, 28.371 
2002.00, 28.191 
2003.00, 28.009 
2004.00, 27.827 
2005.00, 27.643 
2006.00, 27.456 
2007.00, 27.268 
2008.00, 27.078 
2009.00, 26.885 
2010.00, 26.689 
2011.00, 26.49 
2012.00, 26.287 
2013.00, 26.082 
2014.00, 25.873 
2015.00, 25.66 
2016.00, 25.443 
2017.00, 25.218 
2018.00, 24.991 
2019.00, 24.765 
2020.00, 24.544 
2021.00, 24.326 
2022.00, 24.109 
2023.00, 23.896 
2024.00, 23.691 
2025.00, 23.495 
2026.00, 23.305 
2027.00, 23.121 
2028.00, 22.944 
2029.00, 22.772 
2030.00, 22.608 
2031.00, 22.452 
2032.00, 22.299 
2033.00, 22.146 
2034.00, 21.987 
2035.00, 21.824 
2036.00, 21.659 
2037.00, 21.494 
2038.00, 21.333 
2039.00, 21.176 
2040.00, 21.021 
2041.00, 20.868 
2042.00, 20.719 
2043.00, 20.575 
2044.00, 20.436 
2045.00, 20.301 
2046.00, 20.168 
2047.00, 20.034 
2048.00, 19.897 
2049.00, 19.757 
2050.00, 19.617 
2051.00, 19.478 
2052.00, 19.342 
2053.00, 19.209 
2054.00, 19.075 
2055.00, 18.946 
2056.00, 18.825 
2057.00, 18.716 
2058.00, 18.617 
2059.00, 18.524 
2060.00, 18.435 
2061.00, 18.349 
2062.00, 18.265 
2063.00, 18.187 
2064.00, 18.109 
2065.00, 18.031 
2066.00, 17.947 
2067.00, 17.859 
2068.00, 17.768 
2069.00, 17.676 
2070.00, 17.582 
2071.00, 17.487 
2072.00, 17.391 
2073.00, 17.293 
2074.00, 17.195 
2075.00, 17.099 
2076.00, 17.005 
2077.00, 16.91 
2078.00, 16.817 
2079.00, 16.724 
2080.00, 16.634 
2081.00, 16.546 
2082.00, 16.459 
2083.00, 16.371 
2084.00, 16.282 
2085.00, 16.19 
2086.00, 16.098 
2087.00, 16.004 
2088.00, 15.908 
2089.00, 15.807 
2090.00, 15.7 
2091.00, 15.589 
2092.00, 15.479 
2093.00, 15.373 
2094.00, 15.273 
2095.00, 15.175 
2096.00, 15.079 
2097.00, 14.988 
2098.00, 14.903 
2099.00, 14.825 
2100.00, 14.752 
2101.00, 14.679 
2102.00, 14.601 
2103.00, 14.517 
2104.00, 14.426 
2105.00, 14.333 
2106.00, 14.239 
2107.00, 14.149 
2108.00, 14.056 
2109.00, 13.962 
2110.00, 13.874 
2111.00, 13.798 
2112.00, 13.738 
2113.00, 13.689 
2114.00, 13.646 
2115.00, 13.603 
2116.00, 13.558 
2117.00, 13.512 
2118.00, 13.468 
2119.00, 13.421 
2120.00, 13.366 
2121.00, 13.298 
2122.00, 13.205 
2123.00, 13.099 
2124.00, 12.993 
2125.00, 12.9 
2126.00, 12.822 
2127.00, 12.749 
2128.00, 12.681 
2129.00, 12.616 
2130.00, 12.555 
2131.00, 12.496 
2132.00, 12.439 
2133.00, 12.387 
2134.00, 12.337 
2135.00, 12.29 
2136.00, 12.243 
2137.00, 12.2 
2138.00, 12.165 
2139.00, 12.139 
2140.00, 12.116 
2141.00, 12.095 
2142.00, 12.08 
2143.00, 12.074 
2144.00, 12.085 
2145.00, 12.124 
2146.00, 12.179 
2147.00, 12.24 
2148.00, 12.3 
2149.00, 12.368 
2150.00, 12.446 
2151.00, 12.526 
2152.00, 12.602 
2153.00, 12.67 
2154.00, 12.733 
2155.00, 12.795 
2156.00, 12.861 
2157.00, 12.935 
2158.00, 13.021 
2159.00, 13.116 
2160.00, 13.213 
2161.00, 13.307 
2162.00, 13.396 
2163.00, 13.485 
2164.00, 13.572 
2165.00, 13.655 
2166.00, 13.729 
2167.00, 13.799 
2168.00, 13.866 
2169.00, 13.927 
2170.00, 13.981 
2171.00, 14.026 
2172.00, 14.062 
2173.00, 14.095 
2174.00, 14.131 
2175.00, 14.177 
2176.00, 14.238 
2177.00, 14.313 
2178.00, 14.397 
2179.00, 14.487 
2180.00, 14.582 
2181.00, 14.689 
2182.00, 14.805 
2183.00, 14.927 
2184.00, 15.052 
2185.00, 15.189 
2186.00, 15.337 
2187.00, 15.483 
2188.00, 15.614 
2189.00, 15.723 
2190.00, 15.82 
2191.00, 15.908 
2192.00, 15.989 
2193.00, 16.065 
2194.00, 16.133 
2195.00, 16.195 
2196.00, 16.255 
2197.00, 16.318 
2198.00, 16.385 
2199.00, 16.452 
2200.00, 16.522 
2201.00, 16.599 
2202.00, 16.687 
2203.00, 16.804 
2204.00, 16.946 
2205.00, 17.095 
2206.00, 17.229 
2207.00, 17.334 
2208.00, 17.43 
2209.00, 17.519 
2210.00, 17.592 
2211.00, 17.645 
2212.00, 17.682 
2213.00, 17.712 
2214.00, 17.736 
2215.00, 17.758 
2216.00, 17.779 
2217.00, 17.798 
2218.00, 17.815 
2219.00, 17.83 
2220.00, 17.843 
