sample1,,sample2,
Wavelength (nm),%T,Wavelength (nm),%T
2117.0,0.194456935,2117.0,0.195545122
2116.9,0.184167147,2116.9,0.18106994
2116.8,0.177839801,2116.8,0.181755155
2116.7,0.169824198,2116.7,0.174739704
2116.6,0.165726647,2116.6,0.170469344
2116.5,0.162202448,2116.5,0.159883216
2116.4,0.153291628,2116.4,0.154673398
2116.3,0.154938564,2116.3,0.153710306
2116.2,0.142975286,2116.2,0.14953512
2116.1,0.142884776,2116.1,0.143978506
2116.0,0.136020511,2116.0,0.135797113
2115.9,0.130617127,2115.9,0.133141726
2115.8,0.127041265,2115.8,0.129705757
2115.7,0.126625761,2115.7,0.128951103
2115.6,0.119454242,2115.6,0.124509513
2115.5,0.113097809,2115.5,0.12048135
2115.4,0.111688048,2115.4,0.11415831
2115.3,0.113344021,2115.3,0.110225648
2115.2,0.105672024,2115.2,0.103995577
2115.1,0.102931969,2115.1,0.103565216
2115.0,0.099517033,2115.0,0.102768928
2114.9,0.099179268,2114.9,0.101874523
2114.8,0.090838671,2114.8,0.09589351
2114.7,0.092702553,2114.7,0.090932585
2114.6,0.092159279,2114.6,0.092056535
2114.5,0.082934648,2114.5,0.088244766
2114.4,0.086796194,2114.4,0.083694085
2114.3,0.079722382,2114.3,0.082821913
2114.2,0.077225544,2114.2,0.07944262
2114.1,0.073726304,2114.1,0.075799204
2114.0,0.075828038,2114.0,0.077172436
2113.9,0.074836574,2113.9,0.069212623
2113.8,0.067111388,2113.8,0.066914327
2113.7,0.069227815,2113.7,0.067049824
2113.6,0.069907658,2113.6,0.069470599
2113.5,0.067731731,2113.5,0.065180883
2113.4,0.0596167,2113.4,0.067618281
2113.3,0.059002429,2113.3,0.062612206
2113.2,0.061484415,2113.2,0.056791335
2113.1,0.058814541,2113.1,0.054204963
2113.0,0.058901142,2113.0,0.060627889
2112.9,0.057579823,2112.9,0.057700049
2112.8,0.053798296,2112.8,0.052309118
2112.7,0.054418582,2112.7,0.049825199
2112.6,0.050534647,2112.6,0.051098298
2112.5,0.050805207,2112.5,0.053243637
2112.4,0.047945797,2112.4,0.044523813
2112.3,0.041257344,2112.3,0.050177205
2112.2,0.048341453,2112.2,0.049317926
2112.1,0.045868695,2112.1,0.043245941
2112.0,0.043921646,2112.0,0.048664663
2111.9,0.048511319,2111.9,0.041819554
2111.8,0.041946236,2111.8,0.037951294
2111.7,0.041418407,2111.7,0.039926585
2111.6,0.036608953,2111.6,0.039344758
2111.5,0.039449185,2111.5,0.042173345
2111.4,0.037706804,2111.4,0.035017535
2111.3,0.036283597,2111.3,0.034388684
2111.2,0.040668849,2111.2,0.037177023
2111.1,0.03431984,2111.1,0.039605137
2111.0,0.032544672,2111.0,0.037288688
2110.9,0.032945611,2110.9,0.035507645
2110.8,0.032549385,2110.8,0.036056232
2110.7,0.031749409,2110.7,0.031185506
2110.6,0.033251006,2110.6,0.032488018
2110.5,0.028913204,2110.5,0.023253283
2110.4,0.028489839,2110.4,0.031233901
2110.3,0.025237022,2110.3,0.028965414
2110.2,0.026768342,2110.2,0.026252184
2110.1,0.029088713,2110.1,0.028822038
2110.0,0.028592659,2110.0,0.027111495
2109.9,0.026114322,2109.9,0.026401231
2109.8,0.029595412,2109.8,0.024738306
2109.7,0.02912787,2109.7,0.024343835
2109.6,0.026797939,2109.6,0.027482264
2109.5,0.022773329,2109.5,0.025654014
2109.4,0.022555353,2109.4,0.02660857
2109.3,0.024742927,2109.3,0.024358843
2109.2,0.023487758,2109.2,0.020392766
2109.1,0.021303928,2109.1,0.024225472
2109.0,0.023688162,2109.0,0.022577353
2108.9,0.019989792,2108.9,0.024546586
2108.8,0.021327695,2108.8,0.019499198
2108.7,0.027269317,2108.7,0.018718047
2108.6,0.013995699,2108.6,0.023088122
2108.5,0.020352662,2108.5,0.019707268
2108.4,0.019114232,2108.4,0.022117145
2108.3,0.022442676,2108.3,0.020704424
2108.2,0.021070624,2108.2,0.018731145
2108.1,0.022560408,2108.1,0.017144946
2108.0,0.01949513,2108.0,0.017650176
2107.9,0.02093477,2107.9,0.019970125
2107.8,0.018466979,2107.8,0.020555338
2107.7,0.017077079,2107.7,0.017132262
2107.6,0.017321944,2107.6,0.014312754
2107.5,0.015366364,2107.5,0.018148459
2107.4,0.016259691,2107.4,0.014687607
2107.3,0.018202133,2107.3,0.012653396
2107.2,0.017356917,2107.2,0.016173672
2107.1,0.014260788,2107.1,0.014142657
2107.0,0.014412683,2107.0,0.021330789
2106.9,0.01126741,2106.9,0.014155656
2106.8,0.015878648,2106.8,0.014332451
2106.7,0.016422573,2106.7,0.014148906
2106.6,0.016629759,2106.6,0.016216684
2106.5,0.014597879,2106.5,0.015291923
2106.4,0.015125466,2106.4,0.009839896
2106.3,0.012528662,2106.3,0.014570756
2106.2,0.009084526,2106.2,0.012157722
2106.1,0.014297679,2106.1,0.011858664
2106.0,0.016262434,2106.0,0.015062267
2105.9,0.012022343,2105.9,0.014204785
2105.8,0.012943381,2105.8,0.00956836
2105.7,0.010304645,2105.7,0.010012294
2105.6,0.014229797,2105.6,0.018420847
2105.5,0.014811027,2105.5,0.010924469
2105.4,0.009394109,2105.4,0.013988354
2105.3,0.016858948,2105.3,0.012622127
2105.2,0.011094471,2105.2,0.010247704
2105.1,0.008164116,2105.1,0.013190361
2105.0,0.013491645,2105.0,0.00606991
2104.9,0.00960831,2104.9,0.008945647
2104.8,0.014483984,2104.8,0.012125534
2104.7,0.01263636,2104.7,0.009164117
2104.6,0.012242599,2104.6,0.00626998
2104.5,0.012980779,2104.5,0.011130031
2104.4,0.01223727,2104.4,0.01143314
2104.3,0.012997727,2104.3,0.015074099
2104.2,0.011221933,2104.2,0.007379439
2104.1,0.010395633,2104.1,0.01407323
2104.0,0.009925581,2104.0,0.005853734
2103.9,0.006666839,2103.9,0.008780524
2103.8,0.016296484,2103.8,0.012907495
2103.7,0.009248059,2103.7,0.012578422
2103.6,0.00961189,2103.6,0.009549608
2103.5,0.005544463,2103.5,0.006929525
2103.4,0.007389871,2103.4,0.01215892
2103.3,0.011848093,2103.3,0.007373659
2103.2,0.009611093,2103.2,0.003609574
2103.1,0.006238679,2103.1,0.005462619
2103.0,0.008917223,2103.0,0.005880405
2102.9,0.008429754,2102.9,0.009607268
2102.8,0.012192185,2102.8,0.002503426
2102.7,0.009195285,2102.7,0.009139473
2102.6,0.006647991,2102.6,0.009568722
2102.5,0.005562804,2102.5,0.007008965
2102.4,0.006187861,2102.4,0.008806265
2102.3,0.010772401,2102.3,0.006555432
2102.2,0.008081916,2102.2,0.004028101
2102.1,0.012448235,2102.1,0.005882567
2102.0,0.012248307,2102.0,0.009917618
2101.9,0.008766591,2101.9,0.00802171
2101.8,0.009198637,2101.8,0.008076827
2101.7,0.008863566,2101.7,0.011116134
2101.6,0.003615549,2101.6,0.005855194
2101.5,0.008023196,2101.5,0.00587362
2101.4,0.009179475,2101.4,0.010611883
2101.3,0.004034236,2101.3,0.00632535
2101.2,0.00695065,2101.2,0.006687549
2101.1,0.006554055,2101.1,0.006683684
2101.0,0.006605699,2101.0,0.00817492
2100.9,0.008480161,2100.9,0.007790014
2100.8,0.007681096,2100.8,0.007032881
2100.7,0.006908006,2100.7,0.005185777
2100.6,0.006232745,2100.6,0.005555558
2100.5,0.005161501,2100.5,0.002954963
2100.4,0.003645431,2100.4,0.002951523
2100.3,0.004767457,2100.3,0.005540357
2100.2,0.004711076,2100.2,0.005538011
2100.1,0.006320269,2100.1,0.006276242
2100.0,0.005942168,2100.0,0.003306933

sample1,,,
sample1,,,
Collection Time: 7/30/02 4:23:20 PM,,,
Operator Name  :,,,
Scan Software Version: 02.00(25),,,
Parameter List :,,,
Instrument                        Cary 500,,,
Instrument Version                500.05,,,
Start (nm)                        2180.000,,,
Stop (nm)                         2100.000,,,
X Mode                            Nanometers,,,
Y Mode                            %T,,,
UV-Vis Scan Rate (nm/min)         60.000
UV-Vis Data Interval (nm)         0.100
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   0.250
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          880.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off,
Comments,
Method Log     :,
Method Name    : C:\Varian\Cary WinUV\Methods\Test\Standard Scan.MSW,
Date/Time stamp: 6/6/02 6:45:38 AM,
Method Modifications: None,
<SBW (nm)> ,8.52
<Energy> ,3
<Slit height> , Full
<Current Wavelength> ,2099.9

sample2,
sample2,
Collection Time: 7/30/02 4:31:29 PM,
Operator Name  :,
Scan Software Version: 02.00(25),
Parameter List :
Instrument                        Cary 500
Instrument Version                500.05
Start (nm)                        2180.000
Stop (nm)                         2100.000
X Mode                            Nanometers
Y Mode                            %T
UV-Vis Scan Rate (nm/min)         60.000
UV-Vis Data Interval (nm)         0.100
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   0.250
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off,
Source Changeover (nm)            350.00,
Detector Changeover (nm)          880.00,
Baseline Correction               On,
Baseline Type                     Baseline correction,
Baseline File Name,
Baseline Std Ref File Name,
Cycle Mode                        Off,
Comments,
Method Log     :,
Method Name    : C:\Varian\Cary WinUV\Methods\Test\Standard Scan.MSW,
Date/Time stamp: 6/6/02 6:45:38 AM,
Method Modifications: None,
<SBW (nm)> ,8.52
<Energy> ,3
<Slit height> , Full
<Current Wavelength> ,2099.9
