% Radiance calibration [Resp in cts/ms / W/(m^2.sr.um)] for 4STAR NIR spectrometer (512 channels) measured on 20130506 and generated on 2013-09-17 09:47. 
% Also requires calibrated radiance from 20130605124300HISS. 
% Calibration used only data with 9-lamps and 9 ms (vis), 140 ms (nir). 
Pix  Wavelength     resp       rate        rad 
254  1364.04  1.36136117e-01 6.54195758e+01 4.80545334e+02 
255  1365.50  1.35990276e-01 6.48998135e+01 4.77238634e+02 
256  1366.95  1.36950479e-01 6.49055606e+01 4.73934528e+02 
257  1368.41  1.35436038e-01 6.37406703e+01 4.70633012e+02 
258  1369.86  1.35664148e-01 6.34004795e+01 4.67334078e+02 
259  1371.31  1.36885839e-01 6.34526810e+01 4.63544523e+02 
260  1372.76  1.35844964e-01 6.24484993e+01 4.59704191e+02 
261  1374.21  1.33765504e-01 6.09792594e+01 4.55866852e+02 
262  1375.65  1.28142069e-01 5.79243796e+01 4.52032500e+02 
263  1377.10  1.19231254e-01 5.34395824e+01 4.48201127e+02 
264  1378.55  1.09851951e-01 4.88152110e+01 4.44372729e+02 
265  1379.99  9.98479993e-02 4.39877663e+01 4.40547298e+02 
266  1381.43  9.58844269e-02 4.16867733e+01 4.34760625e+02 
267  1382.87  9.65749516e-02 4.14272073e+01 4.28964309e+02 
268  1384.32  1.00648917e-01 4.25918508e+01 4.23172469e+02 
269  1385.75  1.05540229e-01 4.40509188e+01 4.17385098e+02 
270  1387.19  1.11516678e-01 4.59005085e+01 4.11602186e+02 
271  1388.63  1.13154044e-01 4.59205956e+01 4.05823725e+02 
272  1390.07  1.14668024e-01 4.58695092e+01 4.00020055e+02 
273  1391.50  1.15375135e-01 4.54136767e+01 3.93617538e+02 
274  1392.94  1.11585564e-01 4.32081544e+01 3.87219932e+02 
275  1394.37  1.13508715e-01 4.32272094e+01 3.80827228e+02 
276  1395.80  1.17535501e-01 4.40099243e+01 3.74439417e+02 
277  1397.23  1.16238206e-01 4.27822259e+01 3.68056489e+02 
278  1398.66  1.20531561e-01 4.35936665e+01 3.61678437e+02 
279  1400.09  1.22818186e-01 4.36424707e+01 3.55342088e+02 
280  1401.52  1.21000139e-01 4.22960037e+01 3.49553349e+02 
281  1402.94  1.24709408e-01 4.28712307e+01 3.43769017e+02 
282  1404.37  1.26879800e-01 4.28839878e+01 3.37989087e+02 
283  1405.79  1.24436470e-01 4.13394814e+01 3.32213549e+02 
284  1407.22  1.26339316e-01 4.12425093e+01 3.26442398e+02 
285  1408.64  1.29062610e-01 4.13872331e+01 3.20675625e+02 
286  1410.06  1.32038501e-01 4.15935429e+01 3.15010717e+02 
287  1411.48  1.31247401e-01 4.08871739e+01 3.11527495e+02 
288  1412.90  1.33461133e-01 4.11122896e+01 3.08046909e+02 
